value,unit,fraction_type,component_inchi_0,component_inchi_1,component_inchi_2,component_inchi_3,fraction_0,fraction_1,fraction_2,fraction_3,surface_area_fraction_0,surface_area_fraction_1,surface_area_fraction_2,surface_area_fraction_3
101.5,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.894,0.106,,,0.944927472015154,0.05507252798484604,,
101.5,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.905,0.095,,,0.9509326100382791,0.0490673899617209,,
25.7,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.08,0.92,,,0.19915797246443132,0.8008420275355687,,
46.7,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.19,0.81,,,0.40149771337669365,0.5985022866233064,,
38.9,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.228,0.772,,,0.45788570550812085,0.5421142944918792,,
38.9,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.23,0.77,,,0.46069885525910087,0.5393011447408992,,
38.9,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.25,0.75,,,0.4880446240304531,0.511955375969547,,
45.6,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.266,0.734,,,0.5089412837826638,0.49105871621733616,,
45.6,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.27,0.73,,,0.5140360844633778,0.48596391553662227,,
45.6,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.289,0.711,,,0.5375630734396096,0.4624369265603903,,
52.2,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.3,0.7,,,0.5506961469045659,0.449303853095434,,
52.2,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.306,0.694,,,0.5577152962472594,0.44228470375274065,,
52.2,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.332,0.668,,,0.5870124212865159,0.41298757871348407,,
60.150000000000006,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.35,0.65,,,0.6062896748656056,0.39371032513439436,,
59.1,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.352,0.648,,,0.6083834409700699,0.39161655902993014,,
59.1,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.379,0.621,,,0.6357550556673349,0.3642449443326651,,
67.8,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.4,0.6,,,0.655954285441463,0.3440457145585371,,
67.8,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.402,0.598,,,0.6578309348114955,0.3421690651885045,,
67.8,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.43,0.57,,,0.6832894974653961,0.31671050253460387,,
74.9,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.458,0.542,,,0.7073161768929982,0.29268382310700175,,
74.9,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.46,0.54,,,0.708980762164775,0.2910192378352249,,
74.9,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.487,0.513,,,0.730816666611866,0.26918333338813405,,
69.7,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.59,0.41,,,0.8045135977800381,0.1954864022199619,,
83.6,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.591,0.409,,,0.8051631725057743,0.19483682749422562,,
83.6,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.619,0.381,,,0.8228952524426051,0.17710474755739494,,
92.7,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.765,0.235,,,0.9030052914942581,0.09699470850574199,,
92.7,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.786,0.214,,,0.9130742141960673,0.08692578580393268,,
98.7,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.873,0.127,,,0.9515947110774451,0.04840528892255486,,
98.7,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.885,0.115,,,0.9565381522223827,0.04346184777761732,,
55.8,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",,0.49,0.39,0.12,,0.6533657151246394,0.2715989837601254,0.07503530111523517,
45.0,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.286,0.714,,,0.43405161368815104,0.565948386311849,,
50.0,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.349,0.651,,,0.5065281290980443,0.49347187090195566,,
55.0,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.41,0.59,,,0.5709152549374994,0.4290847450625005,,
59.1,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.459,0.541,,,0.618970933353412,0.3810290666465879,,
65.0,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.527,0.473,,,0.6808448011261845,0.3191551988738154,,
26.34,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.012,0.169,0.785,0.034,0.005310848198636521,0.1657650700267677,0.8181087834301298,0.010815298344465943
31.86,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.012,0.313,0.642,0.033,0.005354248498063801,0.3095175576950574,0.674545209248468,0.010582984558410837
32.65,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.032,0.312,0.639,0.017,0.014282971481304644,0.3086361974167075,0.6716270907563495,0.005453740345638222
23.76,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.033,0.156,0.731,0.08,0.015294656091256192,0.160241148630786,0.7978144717253797,0.026649723552578025
25.51,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.033,0.169,0.781,0.017,0.014608957706875519,0.16581189066217883,0.8141699750586984,0.005409176572247242
30.35,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.033,0.287,0.601,0.079,0.015412621751400976,0.29707639968169147,0.6609914000870765,0.026519578479831135
30.14,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.055,0.293,0.598,0.054,0.02556514341612097,0.30184003258040676,0.654554005025561,0.018040818977911325
23.48,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.056,0.158,0.731,0.055,0.025841221932546506,0.16158676289152585,0.7943303427130294,0.01824167246289837
26.39,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.061,0.252,0.541,0.146,0.030524430410799143,0.27947434649769504,0.6374905561194413,0.052510666972064496
20.24,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.062,0.136,0.654,0.148,0.030848162772556618,0.14996855175332774,0.7662564077414588,0.05292687773265685
24.48,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.076,0.224,0.493,0.207,0.040379233020350354,0.26376439240398497,0.6168082148569971,0.0790481597186675
18.47,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.077,0.121,0.593,0.209,0.040701991300803035,0.14175356082303014,0.7381393906336724,0.07940505724249439
26.55,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.103,0.261,0.533,0.103,0.05122846419002596,0.2876989610443858,0.6242521935014762,0.036820381264111975
20.44,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.105,0.14,0.65,0.105,0.05194461391323892,0.15349807523645284,0.7572221980542675,0.03733511279604073
21.75,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.106,0.195,0.443,0.256,0.060044375314402106,0.24480751857969718,0.5909203528809118,0.10422775322498894
15.86,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.107,0.105,0.529,0.259,0.06039848842588236,0.13135761846349556,0.7031641502653362,0.10507974284528582
23.61,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.185,0.233,0.478,0.104,0.0972788933299159,0.271535420182355,0.5918798378591881,0.039305848628541
18.43,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.188,0.126,0.581,0.105,0.09838435318048645,0.14613774627728263,0.7159835997351879,0.03949430080704301
20.93,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.22,0.209,0.427,0.144,0.12275334617496049,0.25845242990333006,0.5610444755963164,0.057749748325393
16.42,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.222,0.112,0.518,0.148,0.1235806817360219,0.13817812960384457,0.6790255697609678,0.05921561889916574
31.62,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.046,0.313,0.641,,0.020452285792436187,0.30842674706598244,0.6711209671415814,
25.42,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.047,0.17,0.783,,0.020726802959208743,0.1661525676392556,0.8131206294015356,
29.14,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.111,0.292,0.597,,0.05129429721408038,0.2990560766015818,0.6496496261843379,
23.36,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.113,0.158,0.729,,0.05183868212241139,0.16064095242828252,0.7875203654493061,
25.4,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.209,0.259,0.532,,0.10266322636135589,0.28196296018341027,0.6153738134552338,
20.55,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.212,0.14,0.648,,0.10350523723547331,0.15148798003577799,0.7450067827287487,
22.76,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.296,0.231,0.473,,0.15402290499195123,0.2663969534755262,0.5795801415325226,
17.98,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.3,0.125,0.575,,0.15535515931876684,0.14346240722205478,0.7011824334591784,
19.82,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.373,0.206,0.421,,0.20483990287597967,0.2507244138188113,0.5444356833052091,
15.4,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.377,0.111,0.512,,0.20615994201799379,0.13452704008950198,0.6593130178925042,
97.7,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.152,0.848,,,0.13003212375402984,0.8699678762459702,,
67.9,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.287,0.713,,,0.25130321238197245,0.7486967876180275,,
56.6,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.349,0.651,,,0.3089329975754271,0.6910670024245729,,
48.9,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.408,0.592,,,0.3649567839493504,0.6350432160506496,,
35.5,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.518,0.482,,,0.47261654792127744,0.5273834520787227,,
23.8,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.617,0.383,,,0.5732587647947607,0.4267412352052394,,
16.9,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.707,0.293,,,0.6680066988927084,0.3319933011072916,,
11.0,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.749,0.251,,,0.7133297914052547,0.28667020859474535,,
10.5,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.79,0.21,,,0.7582759839202314,0.2417240160797686,,
9.2,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.828,0.172,,,0.8005673424433092,0.19943265755669087,,
8.2,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.866,0.134,,,0.8434823854210293,0.15651761457897076,,
7.8,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.935,0.065,,,0.9230469506134142,0.07695304938658573,,
33.5,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.086,0.394,0.52,,0.049705637697103816,0.3955762147395483,0.5547181475633479,
28.8,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.088,0.299,0.613,,0.05060929036387316,0.2987070781736821,0.6506836314624448,
23.5,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.089,0.162,0.749,,0.05077465462823822,0.16054572132900768,0.7886796240427542,
30.1,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.167,0.36,0.473,,0.10027763546081091,0.3755059857537577,0.5242163787854314,
26.1,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.168,0.273,0.559,,0.10035971692829784,0.283295413136311,0.6163448699353911,
21.4,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.171,0.148,0.681,,0.10148273248070501,0.15257539649019353,0.7459418710291015,
25.0,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.241,0.328,0.431,,0.1500371031140475,0.354717178492215,0.4952457183937375,
24.34,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.243,0.248,0.509,,0.15062616128092435,0.2670376917247511,0.5823361469943246,
18.91,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.247,0.134,0.619,,0.1522564817196994,0.14348628289306128,0.7042572353872394,
20.4,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.31,0.298,0.392,,0.19984866961336029,0.3337202664283376,0.4664310639583022,
