value,unit,fraction_type,component_inchi_0,component_inchi_1,component_inchi_2,component_inchi_3,fraction_0,fraction_1,fraction_2,fraction_3,surface_area_fraction_0,surface_area_fraction_1,surface_area_fraction_2,surface_area_fraction_3
23.9,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,"InChI=1S/C8H14/c1-7(2)5-6-8(3)4/h5-6H,1-4H3","InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",0.13,0.45,0.33,0.09,0.20764024440331125,0.31134952359386736,0.3800258227068668,0.1009844092959546
30.0,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,"InChI=1S/C8H14/c1-7(2)5-6-8(3)4/h5-6H,1-4H3","InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",0.21,0.37,0.33,0.09,0.31276597214718227,0.2387093549557857,0.35436035760050755,0.0941643152965244
36.15,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,"InChI=1S/C8H14/c1-7(2)5-6-8(3)4/h5-6H,1-4H3","InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",0.35,0.1,0.35,0.2,0.44519941342616937,0.05510031120906991,0.32098561682783683,0.17871465853692384
33.0,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3","InChI=1S/C9H10/c1-2-5-9-7-3-6-8(9)4-1/h1-2,4-5H,3,6-7H2",0.03,0.28,0.55,0.14,0.042911642570444115,0.20978901986350784,0.618421442418041,0.12887789514800702
53.0,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3","InChI=1S/C9H10/c1-2-5-9-7-3-6-8(9)4-1/h1-2,4-5H,3,6-7H2",0.52,0.12,0.12,0.24,0.6252677712097848,0.07558137438791712,0.11342581598330452,0.18572503841899346
32.99,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.172,0.15,0.678,,0.22022179569853073,0.10059906639160238,0.6791791379098668,
31.66,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.177,0.384,0.439,,0.2452846826875394,0.27873995474091523,0.4759753625715454,
36.93,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.261,0.479,0.26,,0.364869394257006,0.3507545232571594,0.2843760824858346,
43.27,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.348,0.298,0.354,,0.4455483220120736,0.19984931825178948,0.3546023597361369,
45.52,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.376,0.17,0.454,,0.45839585404302136,0.1085606902547572,0.4330434557022214,
57.14,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.683,0.145,0.172,,0.7643900685720108,0.08500278850187298,0.1506071429261164,
28.58,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.196,0.804,,,0.3175938660634869,0.6824061339365131,,
44.18,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.398,0.602,,,0.5579453744800429,0.442054625519957,,
54.14,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.592,0.408,,,0.7347529182118192,0.2652470817881808,,
62.14,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.796,0.204,,,0.8816461827495047,0.11835381725049533,,
36.59,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.201,0.799,,,0.24330343896184467,0.7566965610381553,,
45.0,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.354,0.646,,,0.4119040944213796,0.5880959055786203,,
46.93,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.4,0.6,,,0.4600697105193255,0.5399302894806746,,
50.0,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.467,0.533,,,0.5282725413296061,0.4717274586703939,,
55.08,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.603,0.397,,,0.6600201489625664,0.33997985103743356,,
55.0,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.61,0.39,,,0.6665706887664612,0.3334293112335388,,
59.1,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.744,0.256,,,0.7878922068403061,0.21210779315969389,,
61.21,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.807,0.193,,,0.8423789944174015,0.15762100558259845,,
65.0,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.934,0.066,,,0.947609875760728,0.05239012423927205,,
22.0,-,molar,"InChI=1S/C10H22O/c1-9(2)5-7-11-8-6-10(3)4/h9-10H,5-8H2,1-4H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.19,0.81,,,0.31587998780051424,0.6841200121994857,,
32.9,-,molar,"InChI=1S/C10H22O/c1-9(2)5-7-11-8-6-10(3)4/h9-10H,5-8H2,1-4H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.26,0.74,,,0.40884808323395416,0.5911519167660458,,
43.4,-,molar,"InChI=1S/C10H22O/c1-9(2)5-7-11-8-6-10(3)4/h9-10H,5-8H2,1-4H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.35,0.65,,,0.5145458854808587,0.4854541145191413,,
53.2,-,molar,"InChI=1S/C10H22O/c1-9(2)5-7-11-8-6-10(3)4/h9-10H,5-8H2,1-4H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.44,0.56,,,0.6073238900812595,0.3926761099187405,,
70.1,-,molar,"InChI=1S/C10H22O/c1-9(2)5-7-11-8-6-10(3)4/h9-10H,5-8H2,1-4H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.68,0.32,,,0.8070587885442577,0.19294121145574228,,
17.1,-,molar,"InChI=1S/C10H22O/c1-9(2)5-7-11-8-6-10(3)4/h9-10H,5-8H2,1-4H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.17,0.83,,,0.46931173183088376,0.5306882681691162,,
27.3,-,molar,"InChI=1S/C10H22O/c1-9(2)5-7-11-8-6-10(3)4/h9-10H,5-8H2,1-4H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.23,0.77,,,0.5632612828109803,0.43673871718901963,,
39.1,-,molar,"InChI=1S/C10H22O/c1-9(2)5-7-11-8-6-10(3)4/h9-10H,5-8H2,1-4H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.32,0.68,,,0.6701686423210648,0.32983135767893534,,
53.5,-,molar,"InChI=1S/C10H22O/c1-9(2)5-7-11-8-6-10(3)4/h9-10H,5-8H2,1-4H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.45,0.55,,,0.779378631096435,0.2206213689035649,,
69.0,-,molar,"InChI=1S/C10H22O/c1-9(2)5-7-11-8-6-10(3)4/h9-10H,5-8H2,1-4H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.65,0.35,,,0.8891175585884518,0.11088244141154822,,
67.5,-,molar,"InChI=1S/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3","InChI=1S/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3",,,0.8,0.2,,,0.8577306004563995,0.14226939954360046,,
19.8,-,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",0.07,0.25,0.2,0.48,0.11482413970578323,0.1840402165562127,0.21991490991711923,0.48122073382088487
37.3,-,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",0.134,0.371,0.399,0.096,0.21384084540135972,0.2657035400333203,0.42682345703226837,0.0936321575330517
60.5,-,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",0.49,0.151,0.243,0.116,0.6190357695709413,0.08561190845832023,0.20578582537127926,0.0895664965994591
46.0,-,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",0.4,0.3,0.1,0.2,0.5539824590649749,0.18646393449269183,0.09283794986965781,0.16671565657267545
63.2,-,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",0.7,0.1,0.1,0.1,0.8026605976149574,0.051460200123321545,0.07686407817677036,0.06901512408495067
48.0,-,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3","InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",0.4,0.3,0.23,0.07,0.5103329308317043,0.256569114820109,0.1793450405424803,0.05375291380570641
45.0,-,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.261,0.739,,,0.34506699766232013,0.6549330023376798,,
50.0,-,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.347,0.653,,,0.4421923588755214,0.5578076411244787,,
55.0,-,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.442,0.558,,,0.5416368746184159,0.45836312538158414,,
59.1,-,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.519,0.481,,,0.6168075636415988,0.3831924363584012,,
65.0,-,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.662,0.338,,,0.7450156063719731,0.25498439362802694,,
33.1,-,molar,"InChI=1S/C12H26O/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.12,0.88,,,0.19552107079532902,0.8044789292046709,,
47.0,-,molar,"InChI=1S/C12H26O/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.28,0.72,,,0.4093729751334255,0.5906270248665744,,
64.3,-,molar,"InChI=1S/C12H26O/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.48,0.52,,,0.6219564878861082,0.3780435121138918,,
82.9,-,molar,"InChI=1S/C12H26O/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.67,0.33,,,0.7834844084223529,0.21651559157764724,,
7.5,-,molar,"InChI=1S/C12H26O/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.09,0.91,,,0.33497365227766396,0.6650263477223359,,
24.2,-,molar,"InChI=1S/C12H26O/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.19,0.81,,,0.5443456645267901,0.45565433547320977,,
33.5,-,molar,"InChI=1S/C12H26O/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.27,0.73,,,0.6532232090039223,0.34677679099607767,,
47.5,-,molar,"InChI=1S/C12H26O/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.36,0.64,,,0.7412539120653275,0.2587460879346726,,
61.1,-,molar,"InChI=1S/C12H26O/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.49,0.51,,,0.8303140761784474,0.16968592382155248,,
72.6,-,molar,"InChI=1S/C12H26O/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.69,0.31,,,0.9189361441230542,0.08106385587694563,,
70.2,-,molar,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",0.58,0.14,0.07,0.21,0.6561834969823401,0.17342082993753344,0.033893059586279875,0.1365026134938465
78.5,-,molar,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",0.66,0.2,0.07,0.07,0.6953539070939664,0.2307107727609926,0.03156279311914906,0.04237252702589205
69.3,-,molar,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C8H14/c1-7(2)5-6-8(3)4/h5-6H,1-4H3","InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",0.17,0.51,0.15,0.17,0.18782053075771452,0.6169361695666729,0.08733187527768677,0.10791142439792592
50.6,-,molar,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C8H14/c1-7(2)5-6-8(3)4/h5-6H,1-4H3","InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",0.54,0.14,0.12,0.2,0.6196695403479162,0.1759018226062577,0.07256630670158568,0.1318623303442404
43.8,-,molar,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C8H14/c1-7(2)5-6-8(3)4/h5-6H,1-4H3","InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",0.64,0.19,0.11,0.06,0.6805098512857037,0.2211994068360882,0.061636009362675055,0.03665473251553304
65.0,-,molar,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.473,0.527,,,0.45047008206085193,0.549529917939148,,
59.1,-,molar,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.541,0.459,,,0.5184173324748078,0.48158266752519213,,
55.0,-,molar,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.59,0.41,,,0.5679026206406467,0.43209737935935333,,
50.0,-,molar,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.651,0.349,,,0.6301292475482986,0.36987075245170137,,
45.0,-,molar,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.714,0.286,,,0.695132402280764,0.304867597719236,,
68.0,-,molar,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3","InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",,,0.38,0.62,,,0.48885477767892777,0.5111452223210722,,
61.0,-,molar,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3","InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",,,0.48,0.52,,,0.5902302365019881,0.4097697634980118,,
41.5,-,molar,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3","InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",,,0.71,0.29,,,0.7925465059855867,0.20745349401441332,,
68.3,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,,,0.419,0.581,,,0.6842841459715597,0.3157158540284402,,
68.3,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,,,0.427,0.573,,,0.691322368269615,0.30867763173038487,,
77.5,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,,,0.553,0.447,,,0.7880497892964522,0.21195021070354772,,
77.5,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,,,0.561,0.439,,,0.793414590554779,0.20658540944522089,,
87.9,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,,,0.736,0.264,,,0.8933752923669767,0.10662470763302342,,
87.9,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,,,0.742,0.258,,,0.8963025158939286,0.10369748410607127,,
80.3,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",,,0.464,0.536,,,0.6772775775015561,0.32272242249844396,,
80.3,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",,,0.5,0.5,,,0.7079685620473773,0.29203143795262265,,
86.9,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",,,0.598,0.402,,,0.7829050983772639,0.21709490162273606,,
86.9,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",,,0.631,0.369,,,0.8056591907968107,0.19434080920318936,,
92.7,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",,,0.77,0.23,,,0.890303937510296,0.10969606248970397,,
92.7,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",,,0.794,0.206,,,0.9033265682423325,0.0966734317576675,,
95.4,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.639,0.361,,,0.7826568626766484,0.21734313732335162,,
95.4,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.667,0.333,,,0.8029504906767151,0.19704950932328497,,
98.2,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.715,0.285,,,0.8361674263169324,0.16383257368306764,,
98.2,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.74,0.26,,,0.8527279544619053,0.1472720455380947,,
100.1,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.799,0.201,,,0.8899515720527247,0.11004842794727529,,
100.1,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.819,0.181,,,0.9020115349256466,0.09798846507435344,,
