value,unit,fraction_type,component_inchi_0,component_inchi_1,component_inchi_2,component_inchi_3,fraction_0,fraction_1,fraction_2,fraction_3,surface_area_fraction_0,surface_area_fraction_1,surface_area_fraction_2,surface_area_fraction_3
26.5,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",,,0.49,0.51,,,0.30591279009160116,0.6940872099083989,,
22.5,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",,,0.599,0.401,,,0.4066112817525822,0.5933887182474178,,
20.5,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",,,0.692,0.308,,,0.5075479149680193,0.4924520850319806,,
19.5,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",,,0.771,0.229,,,0.6069892584165738,0.3930107415834261,,
19.5,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",,,0.839,0.161,,,0.7050606576786367,0.2949393423213633,,
19.5,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",,,0.9,0.1,,,0.8050140707636539,0.19498592923634603,,
17.5,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",,,0.953,0.047,,,0.9029267061231971,0.0970732938768028,,
2.75,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.168,0.832,,,0.11353754455743183,0.8864624554425681,,
2.75,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.313,0.687,,,0.22419798275189806,0.7758020172481018,,
3.75,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.438,0.562,,,0.33081091944777924,0.6691890805522208,,
3.75,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.548,0.452,,,0.43471395596530077,0.5652860440346992,,
3.75,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.646,0.354,,,0.5365014107182687,0.46349858928173127,,
3.75,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.732,0.268,,,0.6340327574811825,0.36596724251881746,,
4.75,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.81,0.19,,,0.7300297334514306,0.2699702665485693,,
6.75,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.879,0.121,,,0.8216779890987018,0.17832201090129818,,
8.850000000000023,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.943,0.057,,,0.9129960690685753,0.08700393093142456,,
7.850000000000023,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.966,0.034,,,0.9474279642932496,0.05257203570675035,,
10.850000000000023,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.989,0.011,,,0.9827672778518355,0.01723272214816448,,
9.06,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.03,0.97,,,0.012360520508533417,0.9876394794914666,,
8.06,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.04,0.96,,,0.016581203910457733,0.9834187960895422,,
7.56,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.05,0.95,,,0.020853684100484923,0.9791463158995151,,
10.950000000000045,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.054,0.946,,,0.022577393383449326,0.9774226066165507,,
5.55,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.1,0.9,,,0.04302746513918246,0.9569725348608176,,
5.53,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.2,0.8,,,0.0918705978787318,0.9081294021212681,,
8.950000000000045,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.236,0.764,,,0.11111052632254673,0.8888894736774533,,
5.06,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.3,0.7,,,0.14779394085684572,0.8522060591431543,,
5.56,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.4,0.6,,,0.2124572962872679,0.7875427037127322,,
6.9500000000000455,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.41,0.59,,,0.21948383670095542,0.7805161632990445,,
5.05,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.5,0.5,,,0.28808325020843545,0.7119167497915646,,
6.9500000000000455,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.544,0.456,,,0.3255777633557761,0.6744222366442238,,
5.06,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.6,0.4,,,0.37771779088307933,0.6222822091169207,,
5.9500000000000455,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.65,0.35,,,0.42906369556108337,0.5709363044389166,,
5.06,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.7,0.3,,,0.4856505369521522,0.5143494630478478,,
5.9500000000000455,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.736,0.264,,,0.5301059222454272,0.4698940777545729,,
5.55,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.8,0.2,,,0.6181215797117454,0.3818784202882546,,
5.9500000000000455,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.807,0.193,,,0.6285314822319008,0.37146851776809925,,
5.9500000000000455,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.866,0.134,,,0.7233887406143275,0.2766112593856725,,
5.55,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.9,0.1,,,0.7845722534645431,0.21542774653545693,,
7.9500000000000455,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.918,0.082,,,0.819174798741303,0.18082520125869705,,
7.55,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.95,0.05,,,0.8849055174195339,0.11509448258046602,,
5.9500000000000455,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.962,0.038,,,0.9110656752121404,0.08893432478785956,,
9.53,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.98,0.02,,,0.9519883368385578,0.04801166316144222,,
7.9500000000000455,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.993,0.007,,,0.9828778017584735,0.017122198241526512,,
12.25,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.014,0.986,,,0.019372175178036678,0.9806278248219633,,
13.25,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.028,0.972,,,0.03853439748218451,0.9614656025178155,,
12.25,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.042,0.958,,,0.05749006167545549,0.9425099383245444,,
12.25,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.057,0.943,,,0.0775742583051572,0.9224257416948429,,
13.25,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.072,0.928,,,0.09742914283677223,0.9025708571632278,,
13.25,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.148,0.852,,,0.19464113163415525,0.8053588683658448,,
13.25,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.229,0.771,,,0.29240696285073686,0.7075930371492631,,
13.25,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.316,0.684,,,0.39127120162440565,0.6087287983755942,,
13.25,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.41,0.59,,,0.4915704015455429,0.5084295984544572,,
13.25,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.51,0.49,,,0.5915191739198065,0.4084808260801934,,
15.25,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.618,0.382,,,0.6923889357597678,0.3076110642402321,,
15.150000000000034,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.735,0.265,,,0.7941924758323453,0.20580752416765463,,
13.150000000000034,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.862,0.138,,,0.8968075291438992,0.10319247085610077,,
15.5,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",,,0.348,0.652,,,0.3142286270802316,0.6857713729197684,,
16.0,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",,,0.65,0.35,,,0.614545029555723,0.3854549704442771,,
20.0,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",,,0.799,0.201,,,0.7733762743954113,0.22662372560458866,,
26.0,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",,,0.881,0.119,,,0.8640510906464524,0.13594890935354767,,
33.0,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",,,0.93,0.07,,,0.9193915020175761,0.08060849798242392,,
73.0,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",,,0.99,0.01,,,0.9883707967125458,0.011629203287454253,,
14.3,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,0.154,0.846,,,0.13524333154192852,0.8647566684580715,,
22.0,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,0.401,0.599,,,0.3651441029700014,0.6348558970299986,,
22.5,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,0.598,0.402,,,0.561027431031264,0.43897256896873604,,
26.5,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,0.75,0.25,,,0.7204724857897328,0.2795275142102672,,
31.0,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,0.85,0.15,,,0.8296000314781283,0.1703999685218716,,
36.0,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,0.886,0.114,,,0.8697457606624857,0.13025423933751437,,
47.0,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,0.939,0.061,,,0.9297029848500037,0.07029701514999634,,
63.5,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,0.973,0.027,,,0.968712263971134,0.03128773602886605,,
85.0,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,0.991,0.009,,,0.9895400252218152,0.010459974778184849,,
32.5,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",,,0.148,0.852,,,0.11230301861971392,0.8876969813802861,,
33.0,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",,,0.249,0.751,,,0.1945035769670705,0.8054964230329295,,
35.0,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",,,0.485,0.515,,,0.4068329356931012,0.5931670643068988,,
37.0,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",,,0.601,0.399,,,0.5231279998877975,0.4768720001122026,,
40.0,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",,,0.75,0.25,,,0.6860155506002413,0.3139844493997586,,
45.0,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",,,0.851,0.149,,,0.806185190719943,0.19381480928005707,,
51.5,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",,,0.929,0.071,,,0.9050271093133514,0.09497289068664863,,
64.0,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",,,0.969,0.031,,,0.9579212195601314,0.042078780439868596,,
36.80000000000001,Celcius,molar,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.12,0.88,,,0.10006921263451048,0.8999307873654895,,
39.900000000000034,Celcius,molar,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.235,0.765,,,0.20031673534543024,0.7996832646545697,,
41.80000000000001,Celcius,molar,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.345,0.655,,,0.3004582983778373,0.6995417016221627,,
42.80000000000001,Celcius,molar,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.45,0.55,,,0.4001845244539493,0.5998154755460506,,
45.0,Celcius,molar,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.551,0.449,,,0.5001715753895629,0.4998284246104369,,
46.0,Celcius,molar,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.648,0.352,,,0.6001844960839169,0.3998155039160833,,
46.0,Celcius,molar,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.741,0.259,,,0.6999683065540604,0.3000316934459396,,
47.80000000000001,Celcius,molar,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.831,0.169,,,0.8003854968098779,0.19961450319012203,,
49.80000000000001,Celcius,molar,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.917,0.083,,,0.9000914628540407,0.09990853714595922,,
-2.9,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",,,0.1,0.9,,,0.09229430421108199,0.9077056957889181,,
-4.9,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",,,0.2,0.8,,,0.1861826829958647,0.8138173170041353,,
-5.6,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",,,0.3,0.7,,,0.2817067945453294,0.7182932054546706,,
-7.8,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",,,0.4,0.6,,,0.37890976135243937,0.6210902386475606,,
-8.8,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",,,0.5,0.5,,,0.4778362351210302,0.5221637648789699,,
-10.5,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",,,0.6,0.4,,,0.5785324651582838,0.4214675348417162,,
-11.6,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",,,0.7,0.3,,,0.681046370470876,0.3189536295291239,,
-11.9,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",,,0.8,0.2,,,0.785427615800922,0.21457238419907793,,
-13.5,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",,,0.9,0.1,,,0.8917276918552067,0.10827230814479329,,
7.650000000000034,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.01,0.99,,,0.01724983267089569,0.9827501673291044,,
3.47,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.05,0.95,,,0.08379462983911197,0.9162053701608881,,
4.350000000000023,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.054,0.946,,,0.09024138555499885,0.9097586144450012,,
-0.06,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.1,0.9,,,0.16183234982727,0.8381676501727301,,
-1.1499999999999773,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.113,0.887,,,0.1812517345432373,0.8187482654567627,,
-2.99,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.15,0.85,,,0.23468672921821684,0.7653132707817831,,
-4.149999999999977,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.179,0.821,,,0.27476691468849845,0.7252330853115015,,
-5.528,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.2,0.8,,,0.3028575923251059,0.6971424076748942,,
-7.149999999999977,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.254,0.746,,,0.37172492075761004,0.62827507924239,,
-8.46,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.3,0.7,,,0.426846158396482,0.573153841603518,,
-8.149999999999977,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.338,0.662,,,0.47012256153416654,0.5298774384658335,,
-10.0,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.4,0.6,,,0.5367093900957993,0.4632906099042007,,
-9.149999999999977,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.433,0.567,,,0.5702682734487552,0.42973172655124475,,
-10.99,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.5,0.5,,,0.6347310324840131,0.36526896751598686,,
-10.149999999999977,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.543,0.457,,,0.6737056239374569,0.3262943760625431,,
-11.98,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.6,0.4,,,0.7227276993267788,0.2772723006732212,,
-11.449999999999989,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.671,0.329,,,0.779933475752932,0.22006652424706807,,
-12.97,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.7,0.3,,,0.8021625000014918,0.1978374999985082,,
-13.52,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.8,0.2,,,0.8742270381964438,0.12577296180355618,,
-12.349999999999966,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.821,0.179,,,0.8885192776889184,0.1114807223110816,,
-13.95,Celcius,molar,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/CH4O/c1-2/h2H,1H3",,,0.9,0.1,,,0.9399015980823988,0.06009840191760121,,
-4.149999999999977,Celcius,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.179,0.821,,,0.11151498526665377,0.8884850147333463,,
-3.1499999999999773,Celcius,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.329,0.671,,,0.22012589238501662,0.7798741076149834,,
