value,unit,fraction_type,component_inchi_0,component_inchi_1,component_inchi_2,component_inchi_3,fraction_0,fraction_1,fraction_2,fraction_3,surface_area_fraction_0,surface_area_fraction_1,surface_area_fraction_2,surface_area_fraction_3
38.45,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.4,0.3,0.3,,0.2445725448956986,0.29570793926898287,0.45971951583531845,
38.5,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.4,0.4,0.2,,0.2587167241672832,0.4170791909100326,0.3242040849226842,
39.73,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.4,0.5,0.1,,0.2745973025729317,0.5533504895741816,0.17205220785288672,
38.5,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.5,0.1,0.4,,0.3005331821439234,0.09689836391802618,0.6025684539380505,
38.8,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.5,0.2,0.3,,0.31760232178782277,0.20480364356617692,0.47759403464600025,
39.2,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.5,0.3,0.2,,0.3367271403503837,0.3257042242788578,0.3375686353707585,
40.1,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.5,0.4,0.1,,0.35830278807828264,0.46209811115534205,0.17959910076637534,
38.5,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.6,0.1,0.3,,0.39654083196690726,0.10654441319418424,0.49691475483890846,
38.95,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.6,0.2,0.2,,0.4214456745617556,0.22647192152538118,0.3520824039128632,
39.98,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.6,0.3,0.1,,0.4496884672067172,0.3624730922746204,0.1878384405186624,
38.7,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.7,0.1,0.2,,0.5137764463403294,0.11832327160027732,0.36790028205939335,
40.03,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.7,0.2,0.1,,0.549862179819521,0.25326771014492355,0.1968701100355555,
39.5,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.8,0.1,0.1,,0.6601555972011125,0.13303022989796148,0.206814172900926,
22.6,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.1,0.2,0.7,,0.05524510913681223,0.17812211788534918,0.7666327729778387,
22.35,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.1,0.3,0.6,,0.05639891294441149,0.27276334440425576,0.6708377426513328,
22.75,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.1,0.4,0.5,,0.05760193956955336,0.3714420925488203,0.5709559678816264,
23.1,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.1,0.5,0.4,,0.05885740753253077,0.47442236275489885,0.46672022971257043,
24.15,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.1,0.6,0.3,,0.060168822203833336,0.5819916844623814,0.3578394933337853,
26.15,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.1,0.7,0.2,,0.061540008489269146,0.6944637971255936,0.24399619438513717,
29.2,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.1,0.8,0.1,,0.06297514808847343,0.812181706357628,0.12484314555389855,
23.5,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.2,0.1,0.7,,0.11435731965501127,0.09217815065854101,0.7934645296864478,
23.1,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.2,0.2,0.6,,0.11683109244539765,0.18834428917225635,0.694824618382346,
23.3,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.2,0.3,0.5,,0.11941425668769896,0.2887629417236183,0.5918228015886827,
23.85,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.2,0.4,0.4,,0.12211423245748536,0.3937225584151726,0.4841632091273421,
24.9,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.2,0.5,0.3,,0.12493912643094143,0.5035382804546674,0.37152259311439106,
26.95,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.2,0.6,0.2,,0.12789781318190274,0.6185551005188886,0.2535470862992085,
29.6,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.2,0.7,0.1,,0.1310000283102544,0.7391514830531993,0.12984848863654627,
24.2,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.3,0.1,0.6,,0.18174522985654612,0.09766428728088124,0.7205904828625727,
23.8,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.3,0.2,0.5,,0.1859160950569327,0.19981116348541025,0.614272741457657,
24.85,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.3,0.3,0.4,,0.1902828907516053,0.3067564896476752,0.5029606196007195,
25.35,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.3,0.4,0.3,,0.19485975505801026,0.41884651635674736,0.3862937285852424,
27.35,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.3,0.5,0.2,,0.1996622198716279,0.5364616286235584,0.26387615150481375,
31.25,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.3,0.6,0.1,,0.20470738695945329,0.6600206585110482,0.13527195452949867,
24.65,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.4,0.1,0.5,,0.2576621674701155,0.10384478301746268,0.6384930495124219,
24.7,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.4,0.2,0.4,,0.2639585899803204,0.21276482124820256,0.523276588771477,
25.85,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.4,0.3,0.3,,0.27057044875996095,0.3271415025918518,0.40228804864818724,
27.5,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.4,0.4,0.2,,0.2775220567667857,0.4473954100514096,0.2750825331818048,
31.1,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.4,0.5,0.1,,0.2848402914816445,0.5739914895921399,0.14116821892621553,
25.3,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.5,0.1,0.4,,0.3438367540362378,0.11086036717583095,0.5453028787879313,
25.75,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.5,0.2,0.3,,0.3528214773335707,0.22751447054782545,0.41966405211860375,
27.75,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.5,0.3,0.2,,0.362288355405665,0.3504286813349253,0.2872829632594096,
31.1,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.5,0.4,0.1,,0.3722772697669173,0.48012080538925384,0.1476019248438288,
25.6,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.6,0.1,0.3,,0.44249858766193734,0.1188925542114939,0.4386088581265688,
27.35,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.6,0.2,0.2,,0.45492270810580615,0.24446144798469194,0.30061584390950186,
30.7,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.6,0.3,0.1,,0.4680646519991917,0.37728528562997315,0.15465006237083517,
27.7,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.7,0.1,0.2,,0.5565739061880376,0.12817957291855137,0.31524652089341104,
30.65,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.7,0.2,0.1,,0.5734586432914296,0.2641362922921994,0.1624050644163709,
30.2,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.8,0.1,0.1,,0.6899807231150111,0.1390403938258042,0.17097888305918474,
38.35,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.1,0.9,,,0.06447882209120405,0.935521177908796,,
39.65,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.2,0.8,,,0.13425647546045094,0.8657435245395491,,
40.75,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.3,0.7,,,0.210014131443298,0.7899858685567019,,
41.85,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.4,0.6,,,0.2925549421978394,0.7074450578021605,,
42.6,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.5,0.5,,,0.3828326250502479,0.617167374949752,,
43.35,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.6,0.4,,,0.4819884800454773,0.5180115199545228,,
43.2,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.7,0.3,,,0.5913998935263868,0.4086001064736133,,
42.75,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.8,0.2,,,0.712744712439406,0.287255287560594,,
41.55,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.9,0.1,,,0.8480878973439611,0.15191210265603902,,
-3.0,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",,,0.149,0.851,,,0.10506559959353953,0.8949344004064603,,
0.0,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",,,0.283,0.717,,,0.20927043983552632,0.7907295601644737,,
1.0,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",,,0.403,0.597,,,0.3115934607707085,0.6884065392292915,,
1.0,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",,,0.512,0.488,,,0.41297254782991,0.58702745217009,,
4.0,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",,,0.612,0.388,,,0.514003151806517,0.48599684819348293,,
10.0,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",,,0.703,0.297,,,0.6134707564917438,0.3865292435082562,,
18.0,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",,,0.786,0.214,,,0.7112126965068358,0.2887873034931642,,
24.0,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",,,0.863,0.137,,,0.8085683023533968,0.19143169764660317,,
32.0,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",,,0.934,0.066,,,0.9046610590845805,0.09533894091541949,,
50.6,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",,,0.1,0.9,,,0.05459254188608778,0.9454074581139122,,
50.3,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",,,0.2,0.8,,,0.11498646498608965,0.8850135350139103,,
49.8,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",,,0.3,0.7,,,0.18215840361923566,0.8178415963807644,,
49.1,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",,,0.4,0.6,,,0.2573172402379993,0.7426827597620008,,
48.4,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",,,0.5,0.5,,,0.3419775062864479,0.658022493713552,,
47.6,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",,,0.6,0.4,,,0.4380624989375374,0.5619375010624625,,
46.1,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",,,0.7,0.3,,,0.5480521645876243,0.45194783541237576,,
44.1,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",,,0.8,0.2,,,0.675200191720089,0.32479980827991106,,
43.1,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",,,0.9,0.1,,,0.8238612982276292,0.1761387017723707,,
37.48,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.1,0.8,,0.04356368338982449,0.08298529996063081,0.8734510166495447,
36.38,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.2,0.7,,0.04473558009605381,0.17043533715750878,0.7848290827464375,
35.3,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.3,0.6,,0.045972269631154514,0.26272038691545485,0.6913073434533907,
35.18,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.4,0.5,,0.04727927824734002,0.36025283281661874,0.5924678889360412,
34.88,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.5,0.4,,0.04866277904039698,0.46349332762441486,0.4878438933351882,
34.5,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.6,0.3,,0.05012968944325065,0.5729580685116877,0.37691224204506163,
34.53,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.7,0.2,,0.05168778690090888,0.6892274290315141,0.25908478406757707,
34.95,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.8,0.1,,0.05334584680938738,0.8129562524852804,0.13369790070533222,
38.13,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.2,0.1,0.7,,0.09324595103245711,0.08881300448471927,0.8179410444828237,
37.03,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.2,0.2,0.6,,0.09593557354149936,0.18274952271588793,0.7213149037426128,
36.48,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.2,0.3,0.5,,0.09878496554118024,0.2822660766657149,0.6189489577931049,
36.3,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.2,0.4,0.4,,0.10180879878731398,0.38787508532715903,0.510316115885527,
