value,unit,fraction_type,component_inchi_0,component_inchi_1,component_inchi_2,component_inchi_3,fraction_0,fraction_1,fraction_2,fraction_3,temperature,temperature_unit,surface_area_fraction_0,surface_area_fraction_1,surface_area_fraction_2,surface_area_fraction_3
-0.41630738481332347,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3",,,0.3,0.7,,,303.15,K,0.4929544352349485,0.5070455647650516,,
-0.33295380444693906,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3",,,0.4,0.6,,,303.15,K,0.6019624277952238,0.3980375722047762,,
-0.24844893153405753,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3",,,0.5,0.5,,,303.15,K,0.694048178441951,0.3059518215580491,,
-0.16808871178856535,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3",,,0.6,0.4,,,303.15,K,0.7728683369463791,0.22713166305362084,,
-0.08703771651517493,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3",,,0.7,0.3,,,303.15,K,0.8410968071604675,0.15890319283953241,,
-0.007368272297580947,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3",,,0.8,0.2,,,303.15,K,0.9007341096267886,0.09926589037321153,,
0.06953806980842019,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3",,,0.9,0.1,,,303.15,K,0.9533068033097803,0.04669319669021965,,
-1.1708645197874723,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",,,0.1,0.9,,,308.15,K,0.1719529429419103,0.8280470570580898,,
-0.9924141750804337,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",,,0.2,0.8,,,308.15,K,0.31844679265911435,0.6815532073408856,,
-0.8263977898755631,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",,,0.3,0.7,,,308.15,K,0.44474597971069213,0.5552540202893078,,
-0.6695917450426686,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",,,0.4,0.6,,,308.15,K,0.5547570880828278,0.4452429119171722,,
-0.5252196597119418,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",,,0.5,0.5,,,308.15,K,0.6514401200849222,0.3485598799150779,,
-0.38890662220669436,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",,,0.6,0.4,,,308.15,K,0.7370788219770062,0.26292117802299375,,
-0.2592710814711296,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",,,0.7,0.3,,,308.15,K,0.8134633751455129,0.18653662485448705,,
-0.13723407154244513,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",,,0.8,0.2,,,308.15,K,0.8820168981657021,0.11798310183429792,,
-0.026019211550832717,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",,,0.9,0.1,,,308.15,K,0.9438849386291125,0.056115061370887585,,
0.8710679406796477,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",,,0.1,0.9,,,303.15,K,0.1587872981824762,0.8412127018175237,,
0.7863328092574667,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",,,0.2,0.8,,,303.15,K,0.2981027567535219,0.7018972432464781,,
0.7015976778352858,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",,,0.3,0.7,,,303.15,K,0.4213211558388036,0.5786788441611964,,
0.6196256485246978,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",,,0.4,0.6,,,303.15,K,0.5310799986070355,0.4689200013929646,,
0.5362720681583133,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",,,0.5,0.5,,,303.15,K,0.6294704223880462,0.3705295776119537,,
0.45176719524543185,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",,,0.6,0.4,,,303.15,K,0.7181717090580968,0.28182829094190326,,
0.3725582680464366,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",,,0.7,0.3,,,303.15,K,0.7985479219424738,0.20145207805752616,,
0.2965729599776331,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",,,0.8,0.2,,,303.15,K,0.8717185527476001,0.1282814472523998,,
0.2201271348902308,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",,,0.9,0.1,,,303.15,K,0.938610983509606,0.06138901649039389,,
-0.3557493968675801,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3",,,0.1,0.9,,,308.15,K,0.161423006159534,0.838576993840466,,
-0.29956632059852534,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3",,,0.2,0.8,,,308.15,K,0.30222015619100634,0.6977798438089937,,
-0.24591608793176412,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3",,,0.3,0.7,,,308.15,K,0.426107264809656,0.573892735190344,,
-0.19433818184869747,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3",,,0.4,0.6,,,308.15,K,0.5359581545451959,0.4640418454548041,,
-0.14506286085862488,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3",,,0.5,0.5,,,308.15,K,0.6340303607746033,0.36596963922539677,,
-0.09693883241504933,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3",,,0.6,0.4,,,308.15,K,0.7221219279205466,0.2778780720794533,,
-0.051347647573767224,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3",,,0.7,0.3,,,308.15,K,0.8016826529257419,0.19831734707425805,,
-0.007598530806880352,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3",,,0.8,0.2,,,308.15,K,0.8738945026727585,0.12610549732724158,,
0.0349992934135095,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3",,,0.9,0.1,,,308.15,K,0.9397307311179359,0.060269268882063985,,
2.8630343046287967,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H5ClO/c7-5-3-1-2-4-6(5)8/h1-4,8H",,,0.1,0.9,,,298.16,K,0.22188588149589678,0.7781141185041032,,
5.256801767305407,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H5ClO/c7-5-3-1-2-4-6(5)8/h1-4,8H",,,0.2,0.8,,,298.16,K,0.3908406935889523,0.6091593064110478,,
5.9943197725914,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H5ClO/c7-5-3-1-2-4-6(5)8/h1-4,8H",,,0.3,0.7,,,298.16,K,0.5237862127946411,0.476213787205359,,
4.391490289358244,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C6H5ClO/c7-5-3-1-2-4-6(5)8/h1-4,8H",,,0.4,0.6,,,298.16,K,0.6311257841835738,0.36887421581642627,,
1.2740203319536056,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",,,0.1,0.9,,,308.15,K,0.15060931685244572,0.8493906831475544,,
1.1280364370577831,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",,,0.2,0.8,,,308.15,K,0.28518210954635753,0.7148178904536425,,
0.9832038347084576,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",,,0.3,0.7,,,308.15,K,0.40615020716989747,0.5938497928301025,,
0.8344568377010423,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",,,0.4,0.6,,,308.15,K,0.5154774032972882,0.4845225967027118,,
0.6866308747308245,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",,,0.5,0.5,,,308.15,K,0.6147668859457058,0.38523311405429406,,
0.5434100819465948,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",,,0.6,0.4,,,308.15,K,0.7053403757521096,0.29465962424789044,,
0.4146955752482277,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",,,0.7,0.3,,,308.15,K,0.7882972993292462,0.2117027006707538,,
0.2956519259404355,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",,,0.8,0.2,,,308.15,K,0.8645596368327546,0.13544036316724534,,
0.1789108617256374,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",,,0.9,0.1,,,308.15,K,0.9349063331008292,0.06509366689917094,,
-0.6939991470284055,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.1,0.9,,,308.15,K,0.14274222944469692,0.8572577705553031,,
-0.5970603146133561,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.2,0.8,,,308.15,K,0.2725411093038628,0.7274588906961371,,
-0.503114842819199,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.3,0.7,,,308.15,K,0.39108076847301926,0.6089192315269807,,
-0.411471956118036,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.4,0.6,,,308.15,K,0.49976530645540096,0.5002346935445989,,
-0.3225921715284658,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.5,0.5,,,308.15,K,0.5997746730440722,0.40022532695592783,,
-0.2357847135225903,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.6,0.4,,,308.15,K,0.692107680634257,0.3078923193657431,,
-0.15335216719340347,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.7,0.3,,,308.15,K,0.7776154781894141,0.22238452181058588,,
-0.07368272297580947,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.8,0.2,,,308.15,K,0.857027866649036,0.142972133350964,,
0.0034538776394910688,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.9,0.1,,,308.15,K,0.9309741803485331,0.06902581965146685,,
1.4796411807579737,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",,,0.1,0.9,,,308.15,K,0.13713580062995048,0.8628641993700495,,
1.3090196253671151,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",,,0.2,0.8,,,308.15,K,0.26340306385475826,0.7365969361452418,,
1.1356349678646636,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",,,0.3,0.7,,,308.15,K,0.3800446007274026,0.6199553992725974,,
0.9624805688715111,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",,,0.4,0.6,,,308.15,K,0.4881206933480476,0.5118793066519525,,
0.7886353943504608,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",,,0.5,0.5,,,308.15,K,0.5885414176085156,0.4114585823914844,,
0.6246913357292846,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",,,0.6,0.4,,,308.15,K,0.6820923323130599,0.31790766768694007,,
0.4699576174800848,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",,,0.7,0.3,,,308.15,K,0.7694550704714406,0.23054492952855946,,
0.3269670832051545,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",,,0.8,0.2,,,308.15,K,0.8512239752124279,0.1487760247875722,,
0.20124593712767963,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",,,0.9,0.1,,,308.15,K,0.9279196392392826,0.07208036076071744,,
0.055492300741156506,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3",,,0.1,0.9,,,308.15,K,0.13450486383786447,0.8654951361621356,,
0.045130667822683296,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3",,,0.2,0.8,,,308.15,K,0.25907704098387835,0.7409229590161218,,
0.03799265403440176,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3",,,0.3,0.7,,,308.15,K,0.3747775919993277,0.6252224080006722,,
0.03430851788561128,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3",,,0.4,0.6,,,308.15,K,0.4825216433434919,0.5174783566565081,,
0.033617742357713074,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3",,,0.5,0.5,,,308.15,K,0.5831026423926264,0.4168973576073735,,
0.03615058596000652,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3",,,0.6,0.4,,,308.15,K,0.677211930516847,0.3227880694831529,,
0.041907048692491636,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3",,,0.7,0.3,,,308.15,K,0.7654546557312716,0.23454534426872845,,
0.0504266135365696,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3",,,0.8,0.2,,,308.15,K,0.8483627994208303,0.15163720057916974,,
0.06193953900153983,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3",,,0.9,0.1,,,308.15,K,0.9264059098482693,0.07359409015173071,,
-0.1356222619773493,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.11,0.89,,,308.15,K,0.3890613512789354,0.6109386487210646,,
-0.08427461440358208,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.2,0.8,,,318.15,K,0.5629608330591953,0.4370391669408047,,
0.06838677726192316,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.21,0.79,,,308.15,K,0.5779969830573918,0.4220030169426082,,
0.030163864718222,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.3,0.7,,,318.15,K,0.6883000295204181,0.31169997047958187,,
0.1597994054537868,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.31,0.69,,,308.15,K,0.6983308921222375,0.3016691078777624,,
0.07644582508740233,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.4,0.6,,,318.15,K,0.7745207811730874,0.22547921882691258,,
0.19203559675570342,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.41,0.59,,,308.15,K,0.7816855719097738,0.21831442809022622,,
0.07045910384561781,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.5,0.5,,,318.15,K,0.8374643863856169,0.16253561361438304,,
0.19341714781149988,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.51,0.49,,,308.15,K,0.8428365809290662,0.15716341907093384,,
0.037301878506503544,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.6,0.4,,,318.15,K,0.8854360150603179,0.11456398493968209,,
0.17983189576283498,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.61,0.39,,,308.15,K,0.8896129661445611,0.110387033855439,,
0.0002302585092994046,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.7,0.3,,,318.15,K,0.9232097984331248,0.07679020156687513,,
0.16279276607467905,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.71,0.29,,,308.15,K,0.9265501728243457,0.07344982717565426,,
-0.029933606208922596,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.8,0.2,,,318.15,K,0.9537251081386915,0.04627489186130851,,
0.14828647998881656,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.81,0.19,,,308.15,K,0.9564572040453067,0.04354279595469332,,
-0.052959457138863054,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.9,0.1,,,318.15,K,0.9788906976827526,0.021109302317247274,,
1.7501949291847743,ln(mPa*s),molar,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3",InChI=1S/O2S/c1-3-2,,,0.6,0.4,,,303.15,K,0.9095148460979169,0.09048515390208306,,
