value,unit,component_inchi_0
72.6,Celcius,"InChI=1S/C4H8O3/c1-7-4(6)2-3-5/h5H,2-3H2,1H3"
37.0,Celcius,"InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2"
70.0,Celcius,InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3
-25.0,Celcius,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2
-18.0,Celcius,"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3"
-20.0,Celcius,"InChI=1S/C5H10/c1-4-5(2)3/h2,4H2,1,3H3"
-7.0,Celcius,"InChI=1S/C5H10/c1-4-5(2)3/h4-5H,1H2,2-3H3"
-20.0,Celcius,"InChI=1S/C5H10/c1-4-5(2)3/h4H,1-3H3"
12.0,Celcius,"InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3"
-20.0,Celcius,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2
7.0,Celcius,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3"
4.0,Celcius,"InChI=1S/C5H10O/c1-3-5(2)4-6/h4-5H,3H2,1-2H3"
13.0,Celcius,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3"
-5.0,Celcius,"InChI=1S/C5H10O/c1-5(2)3-4-6/h4-5H,3H2,1-2H3"
-15.0,Celcius,"InChI=1S/C5H10O/c1-5(2,3)4-6/h4H,1-3H3"
-10.0,Celcius,"InChI=1S/C5H10O/c1-5-3-2-4-6-5/h5H,2-4H2,1H3"
51.0,Celcius,"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2"
14.0,Celcius,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3"
14.7,Celcius,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3"
12.0,Celcius,"InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3"
2.1,Celcius,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3"
75.0,Celcius,"InChI=1S/C5H10O2/c6-4-5-2-1-3-7-5/h5-6H,1-4H2"
25.0,Celcius,"InChI=1S/C5H10O3/c1-3-7-5(6)8-4-2/h3-4H2,1-2H3"
46.0,Celcius,"InChI=1S/C5H10O3/c1-3-8-5(7)4(2)6/h4,6H,3H2,1-2H3"
37.0,Celcius,"InChI=1S/C5H10O3/c1-4(6)5(7-2)8-3/h5H,1-3H3"
36.7,Celcius,"InChI=1S/C5H10O3/c1-5(2,7)4(6)8-3/h7H,1-3H3"
47.0,Celcius,"InChI=1S/C5H10O3/c1-7-4-3-5(6)8-2/h3-4H2,1-2H3"
-49.0,Celcius,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3"
33.0,Celcius,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"
34.0,Celcius,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3"
50.0,Celcius,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3"
34.0,Celcius,"InChI=1S/C5H12O/c1-3-5(6)4-2/h5-6H,3-4H2,1-2H3"
38.0,Celcius,"InChI=1S/C5H12O/c1-4(2)5(3)6/h4-6H,1-3H3"
-30.3,Celcius,"InChI=1S/C5H12O/c1-4-5(2)6-3/h5H,4H2,1-3H3"
19.0,Celcius,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3"
43.0,Celcius,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3"
37.0,Celcius,"InChI=1S/C5H12O/c1-5(2,3)4-6/h6H,4H2,1-3H3"
-26.0,Celcius,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3"
42.7,Celcius,"InChI=1S/C5H12O2/c1-5(2)7-4-3-6/h5-6H,3-4H2,1-2H3"
16.0,Celcius,"InChI=1S/C5H12O3/c1-5(6-2,7-3)8-4/h1-4H3"
93.0,Celcius,"InChI=1S/C5H12O3/c1-7-4-5-8-3-2-6/h6H,2-5H2,1H3"
6.6,Celcius,"InChI=1S/C5H12O4/c1-6-5(7-2,8-3)9-4/h1-4H3"
127.0,Celcius,"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3"
35.0,Celcius,"InChI=1S/C5H14N2/c1-7(2)5-3-4-6/h3-6H2,1-2H3"
60.0,Celcius,InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H
-30.0,Celcius,"InChI=1S/C5H6O/c1-5-3-2-4-6-5/h2-4H,1H3"
75.0,Celcius,"InChI=1S/C5H6O2/c6-4-5-2-1-3-7-5/h1-3,6H,4H2"
-29.0,Celcius,"InChI=1S/C5H8/c1-2-4-5-3-1/h1-2H,3-5H2"
-54.0,Celcius,"InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3"
-18.0,Celcius,"InChI=1S/C5H8O/c1-2-4-6-5-3-1/h2,4H,1,3,5H2"
26.0,Celcius,InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1-4H2
9.0,Celcius,"InChI=1S/C5H8O2/c1-3-5(6)7-4-2/h3H,1,4H2,2H3"
1.0,Celcius,"InChI=1S/C5H8O2/c1-3-5(6)7-4-2/h4H,2-3H2,1H3"
11.0,Celcius,"InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3"
34.0,Celcius,"InChI=1S/C5H8O2/c1-4(6)3-5(2)7/h3H2,1-2H3"
96.0,Celcius,"InChI=1S/C5H9NO/c1-6-4-2-3-5(6)7/h2-4H2,1H3"
-12.0,Celcius,"InChI=1S/C6H10/c1-2-4-6-5-3-1/h1-2H,3-6H2"
-34.0,Celcius,"InChI=1S/C6H10/c1-4-5-6(2)3/h4-5H,1H2,2-3H3"
-17.3,Celcius,"InChI=1S/C6H10/c1-6-4-2-3-5-6/h4H,2-3,5H2,1H3"
44.0,Celcius,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2
2.0,Celcius,"InChI=1S/C6H10O2/c1-3-5-6(7)8-4-2/h3,5H,4H2,1-2H3/b5-3+"
20.0,Celcius,"InChI=1S/C6H10O2/c1-3-5-6(7)8-4-2/h4H,2-3,5H2,1H3"
16.0,Celcius,"InChI=1S/C6H10O2/c1-4-8-6(7)5(2)3/h2,4H2,1,3H3"
32.0,Celcius,"InChI=1S/C6H10O2/c1-5(2)4-6(7)8-3/h4H,1-3H3"
79.0,Celcius,"InChI=1S/C6H10O2/c1-5(7)3-4-6(2)8/h3-4H2,1-2H3"
70.0,Celcius,"InChI=1S/C6H10O3/c1-3-9-6(8)4-5(2)7/h3-4H2,1-2H3"
97.0,Celcius,"InChI=1S/C6H10O3/c1-5(2)6(8)9-4-3-7/h7H,1,3-4H2,2H3"
-20.0,Celcius,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2
-15.0,Celcius,"InChI=1S/C6H12/c1-2-6-4-3-5-6/h6H,2-5H2,1H3"
-21.3,Celcius,"InChI=1S/C6H12/c1-3-5-6-4-2/h3,5H,4,6H2,1-2H3"
-26.0,Celcius,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3"
-26.3,Celcius,"InChI=1S/C6H12/c1-4-5-6(2)3/h2,4-5H2,1,3H3"
-31.3,Celcius,"InChI=1S/C6H12/c1-4-5-6(2)3/h4,6H,1,5H2,2-3H3"
-32.0,Celcius,"InChI=1S/C6H12/c1-4-5-6(2)3/h4-6H,1-3H3"
-23.3,Celcius,"InChI=1S/C6H12/c1-4-5-6(2)3/h5H,4H2,1-3H3"
-20.0,Celcius,"InChI=1S/C6H12/c1-4-6(3)5-2/h3-5H2,1-2H3"
-28.3,Celcius,"InChI=1S/C6H12/c1-4-6(3)5-2/h4,6H,1,5H2,2-3H3"
-6.3,Celcius,"InChI=1S/C6H12/c1-4-6(3)5-2/h4H,5H2,1-3H3"
-20.0,Celcius,InChI=1S/C6H12/c1-5(2)6(3)4/h1-4H3
-18.3,Celcius,"InChI=1S/C6H12/c1-5(2)6(3)4/h6H,1H2,2-4H3"
-28.3,Celcius,"InChI=1S/C6H12/c1-5-6(2,3)4/h5H,1H2,2-4H3"
-29.0,Celcius,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3"
32.0,Celcius,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3"
25.0,Celcius,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3"
17.0,Celcius,"InChI=1S/C6H12O/c1-3-4-6(2)5-7/h5-6H,3-4H2,1-2H3"
35.0,Celcius,"InChI=1S/C6H12O/c1-3-5-6(7)4-2/h3-5H2,1-2H3"
-9.0,Celcius,"InChI=1S/C6H12O/c1-3-5-6-7-4-2/h4H,2-3,5-6H2,1H3"
38.0,Celcius,"InChI=1S/C6H12O/c1-3-5-7-6-4-2/h3H,1,4-6H2,2H3"
21.0,Celcius,"InChI=1S/C6H12O/c1-3-6(4-2)5-7/h5-6H,3-4H2,1-2H3"
-9.0,Celcius,"InChI=1S/C6H12O/c1-4-7-5-6(2)3/h4,6H,1,5H2,2-3H3"
18.0,Celcius,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3"
23.0,Celcius,"InChI=1S/C6H12O/c1-5(7)6(2,3)4/h1-4H3"
68.0,Celcius,"InChI=1S/C6H12O/c7-6-4-2-1-3-5-6/h6-7H,1-5H2"
102.0,Celcius,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)"
22.0,Celcius,"InChI=1S/C6H12O2/c1-3-4-5-6(7)8-2/h3-5H2,1-2H3"
22.0,Celcius,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3"
24.0,Celcius,"InChI=1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3"
19.3,Celcius,"InChI=1S/C6H12O2/c1-4-6(7)8-5(2)3/h5H,4H2,1-3H3"
19.3,Celcius,"InChI=1S/C6H12O2/c1-5(2)4-6(7)8-3/h5H,4H2,1-3H3"
18.0,Celcius,"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3"
52.0,Celcius,"InChI=1S/C6H12O2/c1-5(7)4-6(2,3)8/h8H,4H2,1-3H3"
6.6,Celcius,"InChI=1S/C6H12O2/c1-6(2,3)5(7)8-4/h1-4H3"
51.1,Celcius,"InChI=1S/C6H12O3/c1-3-8-4-5-9-6(2)7/h3-5H2,1-2H3"
42.0,Celcius,"InChI=1S/C6H12O3/c1-5(4-8-3)9-6(2)7/h5H,4H2,1-3H3"
49.0,Celcius,"InChI=1S/C6H12O3/c1-5(7)4-6(8-2)9-3/h6H,4H2,1-3H3"
31.0,Celcius,"InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,1-5,7H2"
-22.0,Celcius,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3"
-32.0,Celcius,"InChI=1S/C6H14/c1-4-5-6(2)3/h6H,4-5H2,1-3H3"
-32.0,Celcius,"InChI=1S/C6H14/c1-4-6(3)5-2/h6H,4-5H2,1-3H3"
-29.0,Celcius,"InChI=1S/C6H14/c1-5(2)6(3)4/h5-6H,1-4H3"
-48.0,Celcius,"InChI=1S/C6H14/c1-5-6(2,3)4/h5H2,1-4H3"
63.0,Celcius,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3"
41.0,Celcius,"InChI=1S/C6H14O/c1-3-4-5-6(2)7/h6-7H,3-5H2,1-2H3"
54.0,Celcius,"InChI=1S/C6H14O/c1-3-4-6(2)5-7/h6-7H,3-5H2,1-2H3"
41.0,Celcius,"InChI=1S/C6H14O/c1-3-5-6(7)4-2/h6-7H,3-5H2,1-2H3"
4.0,Celcius,"InChI=1S/C6H14O/c1-3-5-6-7-4-2/h3-6H2,1-2H3"
21.0,Celcius,"InChI=1S/C6H14O/c1-3-5-7-6-4-2/h3-6H2,1-2H3"
57.0,Celcius,"InChI=1S/C6H14O/c1-3-6(4-2)5-7/h6-7H,3-5H2,1-2H3"
40.0,Celcius,"InChI=1S/C6H14O/c1-4-5(2)6(3)7/h5-7H,4H2,1-3H3"
41.0,Celcius,"InChI=1S/C6H14O/c1-4-5-6(2,3)7/h7H,4-5H2,1-3H3"
41.0,Celcius,"InChI=1S/C6H14O/c1-5(2)4-6(3)7/h5-7H,4H2,1-3H3"
-12.0,Celcius,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3"
26.0,Celcius,"InChI=1S/C6H14O/c1-5(7)6(2,3)4/h5,7H,1-4H3"
-19.0,Celcius,"InChI=1S/C6H14O/c1-5-7-6(2,3)4/h5H2,1-4H3"
61.0,Celcius,"InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3"
48.0,Celcius,"InChI=1S/C6H14O2/c1-3-4-8-5-6(2)7/h6-7H,3-5H2,1-2H3"
35.0,Celcius,"InChI=1S/C6H14O2/c1-3-7-5-6-8-4-2/h3-6H2,1-2H3"
-21.3,Celcius,"InChI=1S/C6H14O2/c1-4-7-6(3)8-5-2/h6H,4-5H2,1-3H3"
110.0,Celcius,"InChI=1S/C6H14O2/c1-5(7)3-4-6(2)8/h5-8H,3-4H2,1-2H3"
102.0,Celcius,"InChI=1S/C6H14O2/c1-5(7)4-6(2,3)8/h5,7-8H,4H2,1-3H3"
67.0,Celcius,"InChI=1S/C6H14O3/c1-2-8-5-6-9-4-3-7/h7H,2-6H2,1H3"
67.0,Celcius,"InChI=1S/C6H14O3/c1-7-3-5-9-6-4-8-2/h3-6H2,1-2H3"
-7.0,Celcius,"InChI=1S/C6H15N/c1-4-7(5-2)6-3/h4-6H2,1-3H3"
52.0,Celcius,"InChI=1S/C6H15NO/c1-3-7(4-2)5-6-8/h8H,3-6H2,1-2H3"
88.0,Celcius,InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H
-11.0,Celcius,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H
79.0,Celcius,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H"
-1.0,Celcius,"InChI=1S/C6H8O/c1-5-3-4-6(2)7-5/h3-4H,1-2H3"
85.6,Celcius,"InChI=1S/C7H10O4/c1-3-11-7(10)6(9)4-5(2)8/h3-4H2,1-2H3"
-6.0,Celcius,"InChI=1S/C7H12/c1-2-4-6-7-5-3-1/h1-2H,3-7H2"
-1.0,Celcius,"InChI=1S/C7H12/c1-7-5-3-2-4-6-7/h2-3,7H,4-6H2,1H3"
-3.0,Celcius,"InChI=1S/C7H12/c1-7-5-3-2-4-6-7/h3,5,7H,2,4,6H2,1H3"
-3.3,Celcius,"InChI=1S/C7H12/c1-7-5-3-2-4-6-7/h5H,2-4,6H2,1H3"
55.0,Celcius,InChI=1S/C7H12O/c8-7-5-3-1-2-4-6-7/h1-6H2
38.7,Celcius,"InChI=1S/C7H12O2/c1-3-5-6-9-7(8)4-2/h4H,2-3,5-6H2,1H3"
68.8,Celcius,"InChI=1S/C7H12O3/c1-5(2)10-7(9)4-6(3)8/h5H,4H2,1-3H3"
6.0,Celcius,InChI=1S/C7H14/c1-2-4-6-7-5-3-1/h1-7H2
-1.0,Celcius,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3"
-6.3,Celcius,"InChI=1S/C7H14/c1-4-5-6-7(2)3/h2,4-6H2,1,3H3"
-10.0,Celcius,"InChI=1S/C7H14/c1-4-6-7(3)5-2/h3-6H2,1-2H3"
-15.0,Celcius,"InChI=1S/C7H14/c1-4-6-7(3)5-2/h4,7H,1,5-6H2,2-3H3"
-6.0,Celcius,"InChI=1S/C7H14/c1-4-6-7(3)5-2/h5,7H,2,4,6H2,1,3H3"
-17.0,Celcius,"InChI=1S/C7H14/c1-6(2)7(3,4)5/h1H2,2-5H3"
-4.0,Celcius,"InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3"
35.0,Celcius,"InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3"
39.0,Celcius,"InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3"
32.5,Celcius,"InChI=1S/C7H14O/c1-3-4-5-7(2)6-8/h6-7H,3-5H2,1-2H3"
32.5,Celcius,"InChI=1S/C7H14O/c1-3-4-7(2)5-6-8/h6-7H,3-5H2,1-2H3"
46.0,Celcius,"InChI=1S/C7H14O/c1-3-5-6-7(8)4-2/h3-6H2,1-2H3"
49.0,Celcius,"InChI=1S/C7H14O/c1-3-5-7(8)6-4-2/h3-6H2,1-2H3"
58.0,Celcius,"InChI=1S/C7H14O/c1-4-6(2)7(3)5-8/h5-7H,4H2,1-3H3"
15.0,Celcius,"InChI=1S/C7H14O/c1-5(2)7(8)6(3)4/h5-6H,1-4H3"
36.0,Celcius,"InChI=1S/C7H14O/c1-6(2)4-5-7(3)8/h6H,4-5H2,1-3H3"
70.0,Celcius,"InChI=1S/C7H14O/c1-6-2-4-7(8)5-3-6/h6-8H,2-5H2,1H3"
70.0,Celcius,"InChI=1S/C7H14O/c1-6-3-2-4-7(8)5-6/h6-8H,2-5H2,1H3/t6-,7+/m0/s1"
65.0,Celcius,"InChI=1S/C7H14O/c1-6-4-2-3-5-7(6)8/h6-8H,2-5H2,1H3/t6-,7+/m0/s1"
54.0,Celcius,"InChI=1S/C7H14O2/c1-3-4-5-6-7(8)9-2/h3-6H2,1-2H3"
32.0,Celcius,"InChI=1S/C7H14O2/c1-3-5-6-9-7(8)4-2/h3-6H2,1-2H3"
37.0,Celcius,"InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3"
33.3,Celcius,"InChI=1S/C7H14O2/c1-4-5-9-7(8)6(2)3/h6H,4-5H2,1-3H3"
33.3,Celcius,"InChI=1S/C7H14O2/c1-4-6(3)9-7(8)5-2/h6H,4-5H2,1-3H3"
30.0,Celcius,"InChI=1S/C7H14O2/c1-5(2)7(8)9-6(3)4/h5-6H,1-4H3"
16.0,Celcius,"InChI=1S/C7H14O2/c1-5-9-6(8)7(2,3)4/h5H2,1-4H3"
25.0,Celcius,"InChI=1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3"
71.0,Celcius,"InChI=1S/C7H14O3/c1-3-4-5-10-7(9)6(2)8/h6,8H,3-5H2,1-2H3"
-3.89,Celcius,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3"
-3.0,Celcius,"InChI=1S/C7H16/c1-4-5-6-7(2)3/h7H,4-6H2,1-3H3"
-4.0,Celcius,"InChI=1S/C7H16/c1-4-6-7(3)5-2/h7H,4-6H2,1-3H3"
7.0,Celcius,"InChI=1S/C7H16/c1-5-6-7(2,3)4/h5-6H2,1-4H3"
-6.0,Celcius,"InChI=1S/C7H16/c1-5-7(3,4)6-2/h5-6H2,1-4H3"
-15.15,Celcius,"InChI=1S/C7H16/c1-5-7(4)6(2)3/h6-7H,5H2,1-4H3"
-12.0,Celcius,"InChI=1S/C7H16/c1-6(2)5-7(3)4/h6-7H,5H2,1-4H3"
-6.15,Celcius,"InChI=1S/C7H16/c1-6(2)7(3,4)5/h6H,1-5H3"
73.0,Celcius,"InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3"
71.0,Celcius,"InChI=1S/C7H16O/c1-3-4-5-6-7(2)8/h7-8H,3-6H2,1-2H3"
61.7,Celcius,"InChI=1S/C7H16O/c1-3-4-5-7(2)6-8/h7-8H,3-6H2,1-2H3"
60.0,Celcius,"InChI=1S/C7H16O/c1-3-5-6-7(8)4-2/h7-8H,3-6H2,1-2H3"
61.6,Celcius,"InChI=1S/C7H16O/c1-3-5-7(8)6-4-2/h7-8H,3-6H2,1-2H3"
40.4,Celcius,"InChI=1S/C7H16O/c1-4-5-7(8)6(2)3/h6-8H,4-5H2,1-3H3"
49.3,Celcius,"InChI=1S/C7H16O/c1-4-6-7(3,8)5-2/h8H,4-6H2,1-3H3"
40.0,Celcius,"InChI=1S/C7H16O/c1-4-7(8,5-2)6-3/h8H,4-6H2,1-3H3"
49.0,Celcius,"InChI=1S/C7H16O/c1-5(2)7(8)6(3)4/h5-8H,1-4H3"
38.2,Celcius,"InChI=1S/C7H16O/c1-5-6(8)7(2,3)4/h6,8H,5H2,1-4H3"
40.5,Celcius,"InChI=1S/C7H16O/c1-5-7(4,8)6(2)3/h6,8H,5H2,1-4H3"
33.5,Celcius,"InChI=1S/C7H16O/c1-6(2,3)7(4,5)8/h8H,1-5H3"
63.0,Celcius,"InChI=1S/C7H16O2/c1-3-4-5-9-6-7(2)8/h7-8H,3-6H2,1-2H3"
12.7,Celcius,"InChI=1S/C7H16O2/c1-4-7(8-5-2)9-6-3/h7H,4-6H2,1-3H3"
114.0,Celcius,"InChI=1S/C7H16O4/c1-9-4-5-11-7-6-10-3-2-8/h8H,2-7H2,1H3"
75.0,Celcius,InChI=1S/C7H5N/c8-6-7-4-2-1-3-5-7/h1-5H
63.0,Celcius,InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H
4.0,Celcius,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3"
86.0,Celcius,"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3"
86.0,Celcius,"InChI=1S/C7H8O/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3"
81.0,Celcius,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3"
52.0,Celcius,"InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3"
93.0,Celcius,"InChI=1S/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2"
74.0,Celcius,"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3"
33.0,Celcius,"InChI=1S/C7H9N/c1-6-4-3-5-7(2)8-6/h3-5H,1-2H3"
15.0,Celcius,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3"
25.0,Celcius,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3"
25.0,Celcius,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3"
31.5,Celcius,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3"
63.0,Celcius,"InChI=1S/C8H10O/c1-2-9-8-6-4-3-5-7-8/h3-7H,2H2,1H3"
112.0,Celcius,"InChI=1S/C8H10O/c1-6-3-4-8(9)7(2)5-6/h3-5,9H,1-2H3"
60.0,Celcius,"InChI=1S/C8H10O/c1-7-3-5-8(9-2)6-4-7/h3-6H,1-2H3"
96.0,Celcius,"InChI=1S/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2"
63.0,Celcius,"InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3"
16.0,Celcius,"InChI=1S/C8H12/c1-2-8-6-4-3-5-7-8/h2-4,8H,1,5-7H2"
25.0,Celcius,"InChI=1S/C8H14/c1-2-4-6-8-7-5-3-1/h1-2H,3-8H2/b2-1-"
12.8,Celcius,"InChI=1S/C8H14/c1-2-8-6-4-3-5-7-8/h4,6,8H,2-3,5,7H2,1H3"
19.0,Celcius,"InChI=1S/C8H14/c1-2-8-6-4-3-5-7-8/h6H,2-5,7H2,1H3"
16.9,Celcius,"InChI=1S/C8H14/c1-7-5-3-4-6-8(7)2/h3-6H2,1-2H3"
2.6,Celcius,"InChI=1S/C8H14/c1-8(2)6-4-3-5-7-8/h3-4H,5-7H2,1-2H3"
20.6,Celcius,"InChI=1S/C8H14/c1-8-6-4-2-3-5-7-8/h6H,2-5,7H2,1H3"
58.4,Celcius,"InChI=1S/C8H14O/c1-2-7-3-5-8(9)6-4-7/h7H,2-6H2,1H3"
53.7,Celcius,"InChI=1S/C8H14O/c1-6-4-3-5-7(2)8(6)9/h6-7H,3-5H2,1-2H3"
45.3,Celcius,"InChI=1S/C8H14O/c1-6-4-7(9)8(2,3)5-6/h6H,4-5H2,1-3H3"
45.3,Celcius,"InChI=1S/C8H14O/c1-6-4-8(2,3)5-7(6)9/h6H,4-5H2,1-3H3"
61.3,Celcius,"InChI=1S/C8H14O/c1-7(9)8-5-3-2-4-6-8/h8H,2-6H2,1H3"
50.0,Celcius,"InChI=1S/C8H14O/c1-8(2)5-3-4-7(9)6-8/h3-6H2,1-2H3"
50.0,Celcius,"InChI=1S/C8H14O/c1-8(2)6-4-3-5-7(8)9/h3-6H2,1-2H3"
72.6,Celcius,InChI=1S/C8H14O/c9-8-6-4-2-1-3-5-7-8/h1-7H2
52.0,Celcius,"InChI=1S/C8H14O2/c1-4-5-6-10-8(9)7(2)3/h2,4-6H2,1,3H3"
69.3,Celcius,"InChI=1S/C8H14O3/c1-3-11-8(10)6-4-5-7(2)9/h3-6H2,1-2H3"
84.3,Celcius,"InChI=1S/C8H14O3/c1-4-11-8(10)5-7(9)6(2)3/h6H,4-5H2,1-3H3"
59.3,Celcius,"InChI=1S/C8H14O3/c1-5(2)7(9)11-8(10)6(3)4/h5-6H,1-4H3"
113.6,Celcius,"InChI=1S/C8H14O3/c1-5-11-7(10)8(3,4)6(2)9/h5H2,1-4H3"
66.4,Celcius,"InChI=1S/C8H14O3/c1-6(9)5-7(10)11-8(2,3)4/h5H2,1-4H3"
107.0,Celcius,"InChI=1S/C8H14O4/c1-11-7(9)5-3-4-6-8(10)12-2/h3-6H2,1-2H3"
28.0,Celcius,InChI=1S/C8H16/c1-2-4-6-8-7-5-3-1/h1-8H2
16.0,Celcius,"InChI=1S/C8H16/c1-2-5-8-6-3-4-7-8/h8H,2-7H2,1H3"
35.0,Celcius,"InChI=1S/C8H16/c1-2-8-6-4-3-5-7-8/h8H,2-7H2,1H3"
13.7,Celcius,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3,5H,4,6-8H2,1-2H3/b5-3+"
21.0,Celcius,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3"
9.7,Celcius,"InChI=1S/C8H16/c1-4-5-6-7-8(2)3/h2,4-7H2,1,3H3"
7.7,Celcius,"InChI=1S/C8H16/c1-4-5-6-7-8(2)3/h7H,4-6H2,1-3H3"
2.0,Celcius,"InChI=1S/C8H16/c1-4-6-8(3)7-5-2/h4,8H,1,5-7H2,2-3H3"
1.0,Celcius,"InChI=1S/C8H16/c1-4-7-8(5-2)6-3/h5,8H,2,4,6-7H2,1,3H3"
-5.0,Celcius,"InChI=1S/C8H16/c1-7(2)6-8(3,4)5/h1,6H2,2-5H3"
1.7,Celcius,"InChI=1S/C8H16/c1-7(2)6-8(3,4)5/h6H,1-5H3"
16.0,Celcius,"InChI=1S/C8H16/c1-7-3-5-8(2)6-4-7/h7-8H,3-6H2,1-2H3"
9.3,Celcius,"InChI=1S/C8H16/c1-7-4-3-5-8(2)6-7/h7-8H,3-6H2,1-2H3"
16.0,Celcius,"InChI=1S/C8H16/c1-7-5-3-4-6-8(7)2/h7-8H,3-6H2,1-2H3"
7.0,Celcius,"InChI=1S/C8H16/c1-8(2)6-4-3-5-7-8/h3-7H2,1-2H3"
52.0,Celcius,"InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3"
