value,unit,fraction_type,component_inchi_0,component_inchi_1,component_inchi_2,component_inchi_3,fraction_0,fraction_1,fraction_2,fraction_3
97.2,-,molar,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.795,0.205,,
29.02,-,molar,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.136,0.356,0.361,0.147
20.12,-,molar,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.139,0.151,0.37,0.34
28.99,-,molar,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.146,0.327,0.195,0.332
19.51,-,molar,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.15,0.124,0.199,0.527
26.19,-,molar,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.257,0.352,0.341,0.05
18.05,-,molar,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.263,0.151,0.349,0.237
26.42,-,molar,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.275,0.325,0.182,0.218
17.83,-,molar,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.281,0.126,0.187,0.406
28.48,-,molar,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.159,0.293,0.548,
19.45,-,molar,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.162,0.093,0.745,
25.34,-,molar,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.296,0.293,0.411,
17.0,-,molar,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.303,0.087,0.61,
29.5,-,molar,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.058,0.357,0.263,0.322
27.7,-,molar,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.115,0.336,0.247,0.302
25.4,-,molar,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.226,0.294,0.216,0.264
29.2,-,molar,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.061,0.308,0.631,
23.6,-,molar,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.062,0.167,0.771,
28.1,-,molar,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.121,0.288,0.591,
21.9,-,molar,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.123,0.156,0.721,
24.9,-,molar,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.237,0.25,0.513,
18.9,-,molar,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.24,0.135,0.625,
18.12,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.131,0.869,,
18.12,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.145,0.855,,
16.2,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.15,0.85,,
18.2,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.253,0.747,,
18.2,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.276,0.724,,
16.3,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.28,0.72,,
18.28,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.368,0.632,,
18.28,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.396,0.604,,
16.4,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.4,0.6,,
18.34,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.475,0.525,,
18.34,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.504,0.496,,
16.5,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.51,0.49,,
18.43,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.576,0.424,,
18.43,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.604,0.396,,
16.6,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.61,0.39,,
18.69,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.671,0.329,,
18.69,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.696,0.304,,
16.9,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.7,0.3,,
19.04,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.76,0.24,,
17.3,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.78,0.22,,
19.04,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.781,0.219,,
19.45,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.844,0.156,,
19.45,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.859,0.141,,
17.7,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.86,0.14,,
19.68,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.924,0.076,,
18.0,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.93,0.07,,
19.68,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.932,0.068,,
20.9,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.083,0.128,0.408,0.381
31.05,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.106,0.334,0.376,0.184
30.92,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.114,0.302,0.203,0.381
21.6,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.117,0.1,0.208,0.575
30.57,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.207,0.309,0.367,0.117
21.1,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.212,0.094,0.381,0.313
29.98,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.223,0.276,0.198,0.303
21.1,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.228,0.068,0.203,0.501
30.97,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.124,0.265,0.611,
21.3,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.132,0.053,0.815,
21.34,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.133,0.056,0.811,
29.14,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.241,0.237,0.522,
21.1,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.247,0.032,0.721,
21.07,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.252,0.032,0.716,
21.02,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.128,0.872,,
19.53,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.13,0.87,,
21.02,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.131,0.869,,
21.17,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.248,0.752,,
19.7,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.25,0.75,,
21.17,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.253,0.747,,
21.7,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.36,0.64,,
22.9,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.361,0.639,,
22.9,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.368,0.632,,
24.02,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.469,0.531,,
23.0,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.47,0.53,,
24.02,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.475,0.525,,
24.51,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.569,0.431,,
23.6,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.57,0.43,,
24.51,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.576,0.424,,
25.34,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.664,0.336,,
24.6,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.67,0.33,,
25.34,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.671,0.329,,
26.5,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.755,0.245,,
26.2,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.76,0.24,,
26.8,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.84,0.16,,
21.2,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.841,0.159,,
27.2,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.844,0.156,,
27.9,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.92,0.08,,
28.2,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.922,0.078,,
28.2,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.924,0.076,,
15.6,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.067,0.398,0.535,
13.5,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.07,0.39,0.54,
15.6,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.074,0.344,0.582,
18.3,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.08,0.278,0.642,
16.4,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.08,0.28,0.64,
18.3,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.086,0.234,0.68,
21.1,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.095,0.146,0.759,
21.1,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.099,0.12,0.781,
19.6,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.1,0.14,0.76,
16.5,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.109,0.504,0.387,
14.5,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.11,0.5,0.39,
16.5,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.123,0.445,0.432,
21.8,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.128,0.213,0.659,
18.1,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.13,0.4,0.47,
19.8,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.133,0.395,0.472,
21.8,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.135,0.176,0.689,
19.8,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.146,0.341,0.513,
