value,unit,fraction_type,component_inchi_0,component_inchi_1,component_inchi_2,component_inchi_3,fraction_0,fraction_1,fraction_2,fraction_3
124.5,Celcius,molar,"InChI=1S/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3","InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",,,0.4,0.6,,
118.3,Celcius,molar,"InChI=1S/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3","InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",,,0.582,0.418,,
112.0,Celcius,molar,"InChI=1S/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3","InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",,,0.8,0.2,,
39.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",,,0.1,0.9,,
39.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",,,0.2,0.8,,
39.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",,,0.3,0.7,,
39.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",,,0.4,0.6,,
40.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",,,0.502,0.498,,
41.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",,,0.6,0.4,,
41.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",,,0.699,0.301,,
42.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",,,0.8,0.2,,
43.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",,,0.899,0.101,,
48.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",,,0.101,0.899,,
47.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",,,0.2,0.8,,
46.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",,,0.3,0.7,,
46.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",,,0.4,0.6,,
45.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",,,0.502,0.498,,
45.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",,,0.6,0.4,,
45.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",,,0.7,0.3,,
45.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",,,0.799,0.201,,
45.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",,,0.908,0.092,,
46.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",,,0.1,0.9,,
45.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",,,0.2,0.8,,
45.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",,,0.3,0.7,,
44.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",,,0.4,0.6,,
44.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",,,0.502,0.498,,
44.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",,,0.599,0.401,,
44.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",,,0.699,0.301,,
44.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",,,0.8,0.2,,
45.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3","InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",,,0.9,0.1,,
63.0,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,,0.921,0.079,,
68.0,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",,,0.922,0.078,,
66.0,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",,,0.921,0.079,,
67.0,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",,,0.921,0.079,,
59.19999999999999,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H16/c1-7-3-5-8(2)6-4-7/h7-8H,3-6H2,1-2H3/t7-,8+",,,0.926,0.074,,
57.69999999999999,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H16/c1-7-3-5-8(2)6-4-7/h7-8H,3-6H2,1-2H3/t7-,8-",,,0.926,0.074,,
62.5,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H16/c1-7-5-3-4-6-8(7)2/h7-8H,3-6H2,1-2H3/t7-,8+",,,0.926,0.074,,
58.2,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H16/c1-7-5-3-4-6-8(7)2/h7-8H,3-6H2,1-2H3/t7-,8-/m1/s1",,,0.926,0.074,,
60.0,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.927,0.073,,
57.0,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-4-5-6-7-8(2)3/h8H,4-7H2,1-3H3",,,0.927,0.073,,
54.19999999999999,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-4-6-7-8(3)5-2/h8H,4-7H2,1-3H3",,,0.927,0.073,,
54.19999999999999,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-4-6-8(3)7-5-2/h8H,4-7H2,1-3H3",,,0.928,0.072,,
49.0,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-5-6-7-8(2,3)4/h5-7H2,1-4H3",,,0.927,0.073,,
53.69999999999999,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-5-7(3)8(4)6-2/h7-8H,5-6H2,1-4H3",,,0.928,0.072,,
51.6,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-5-7-8(3,4)6-2/h5-7H2,1-4H3",,,0.927,0.073,,
50.30000000000001,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-5-8(4)6-7(2)3/h7-8H,5-6H2,1-4H3",,,0.926,0.074,,
49.19999999999999,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-5-8(4)6-7(2)3/h7-8H,5-6H2,1-4H3",,,0.928,0.072,,
53.0,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-6(2)8(5)7(3)4/h6-8H,1-5H3",,,0.927,0.073,,
50.19999999999999,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-6-7(2)8(3,4)5/h7H,6H2,1-5H3",,,0.926,0.074,,
50.5,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-7(2)5-6-8(3)4/h7-8H,5-6H2,1-4H3",,,0.927,0.073,,
43.0,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.927,0.073,,
130.0,Celcius,molar,"InChI=1S/C14H22/c1-2-3-4-5-6-8-11-14-12-9-7-10-13-14/h7,9-10,12-13H,2-6,8,11H2,1H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.118,0.882,,
128.0,Celcius,molar,"InChI=1S/C14H22/c1-2-3-4-5-6-8-11-14-12-9-7-10-13-14/h7,9-10,12-13H,2-6,8,11H2,1H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.23,0.77,,
124.0,Celcius,molar,"InChI=1S/C14H22/c1-2-3-4-5-6-8-11-14-12-9-7-10-13-14/h7,9-10,12-13H,2-6,8,11H2,1H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.338,0.662,,
122.0,Celcius,molar,"InChI=1S/C14H22/c1-2-3-4-5-6-8-11-14-12-9-7-10-13-14/h7,9-10,12-13H,2-6,8,11H2,1H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.442,0.558,,
120.0,Celcius,molar,"InChI=1S/C14H22/c1-2-3-4-5-6-8-11-14-12-9-7-10-13-14/h7,9-10,12-13H,2-6,8,11H2,1H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.543,0.457,,
119.0,Celcius,molar,"InChI=1S/C14H22/c1-2-3-4-5-6-8-11-14-12-9-7-10-13-14/h7,9-10,12-13H,2-6,8,11H2,1H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.641,0.359,,
119.0,Celcius,molar,"InChI=1S/C14H22/c1-2-3-4-5-6-8-11-14-12-9-7-10-13-14/h7,9-10,12-13H,2-6,8,11H2,1H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.735,0.265,,
117.0,Celcius,molar,"InChI=1S/C14H22/c1-2-3-4-5-6-8-11-14-12-9-7-10-13-14/h7,9-10,12-13H,2-6,8,11H2,1H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.826,0.174,,
116.0,Celcius,molar,"InChI=1S/C14H22/c1-2-3-4-5-6-8-11-14-12-9-7-10-13-14/h7,9-10,12-13H,2-6,8,11H2,1H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.915,0.085,,
147.7,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3","InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",,,0.102,0.898,,
144.8,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3","InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",,,0.205,0.795,,
139.8,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3","InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",,,0.403,0.597,,
136.2,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3","InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",,,0.6,0.4,,
133.0,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3","InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",,,0.8,0.2,,
161.0,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3","InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",,,0.104,0.896,,
155.0,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3","InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",,,0.2,0.8,,
145.5,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3","InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",,,0.4,0.6,,
140.1,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3","InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",,,0.602,0.398,,
135.0,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3","InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",,,0.799,0.201,,
166.4,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3","InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",,,0.125,0.875,,
159.3,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3","InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",,,0.22,0.78,,
147.5,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3","InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",,,0.4,0.6,,
140.8,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3","InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",,,0.594,0.406,,
135.3,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3","InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",,,0.79,0.21,,
167.0,Celcius,molar,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3","InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",,,0.104,0.896,,
165.0,Celcius,molar,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3","InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",,,0.2,0.8,,
160.2,Celcius,molar,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3","InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",,,0.4,0.6,,
156.9,Celcius,molar,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3","InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",,,0.6,0.4,,
153.5,Celcius,molar,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3","InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",,,0.8,0.2,,
174.4,Celcius,molar,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3","InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",,,0.181,0.819,,
170.74,Celcius,molar,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3","InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",,,0.262,0.738,,
165.8,Celcius,molar,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3","InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",,,0.403,0.597,,
157.8,Celcius,molar,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3","InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",,,0.643,0.357,,
154.7,Celcius,molar,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3","InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",,,0.813,0.187,,
156.0,Celcius,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C18H30/c1-2-3-4-5-6-7-8-9-10-12-15-18-16-13-11-14-17-18/h11,13-14,16-17H,2-10,12,15H2,1H3",,,0.108,0.892,,
151.0,Celcius,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C18H30/c1-2-3-4-5-6-7-8-9-10-12-15-18-16-13-11-14-17-18/h11,13-14,16-17H,2-10,12,15H2,1H3",,,0.214,0.786,,
148.0,Celcius,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C18H30/c1-2-3-4-5-6-7-8-9-10-12-15-18-16-13-11-14-17-18/h11,13-14,16-17H,2-10,12,15H2,1H3",,,0.318,0.682,,
144.0,Celcius,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C18H30/c1-2-3-4-5-6-7-8-9-10-12-15-18-16-13-11-14-17-18/h11,13-14,16-17H,2-10,12,15H2,1H3",,,0.421,0.579,,
142.0,Celcius,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C18H30/c1-2-3-4-5-6-7-8-9-10-12-15-18-16-13-11-14-17-18/h11,13-14,16-17H,2-10,12,15H2,1H3",,,0.521,0.479,,
139.0,Celcius,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C18H30/c1-2-3-4-5-6-7-8-9-10-12-15-18-16-13-11-14-17-18/h11,13-14,16-17H,2-10,12,15H2,1H3",,,0.62,0.38,,
137.0,Celcius,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C18H30/c1-2-3-4-5-6-7-8-9-10-12-15-18-16-13-11-14-17-18/h11,13-14,16-17H,2-10,12,15H2,1H3",,,0.717,0.283,,
136.0,Celcius,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C18H30/c1-2-3-4-5-6-7-8-9-10-12-15-18-16-13-11-14-17-18/h11,13-14,16-17H,2-10,12,15H2,1H3",,,0.813,0.187,,
134.0,Celcius,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C18H30/c1-2-3-4-5-6-7-8-9-10-12-15-18-16-13-11-14-17-18/h11,13-14,16-17H,2-10,12,15H2,1H3",,,0.907,0.093,,
36.85,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.1,0.8,
36.05,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.2,0.7,
35.73,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.3,0.6,
35.23,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.4,0.5,
